PERIF,KOMMA,PSIFOI2023,PSIFOI2019
Ιωαννίνων,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,167,0
Ιωαννίνων,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,146,0
Ιωαννίνων,Τ.ΟΛ.ΜΑ,138,0
Ιωαννίνων,Μ-Λ ΚΚΕ,114,107
Ιωαννίνων,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,57,0
Ιωαννίνων,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,53,0
Ιωαννίνων,Ο.Κ.Δ.Ε.,50,46
Ιωαννίνων,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,25,0
Ιωαννίνων,ΟΑΚΚΕ,20,0
Ιωαννίνων,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Ιωαννίνων,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Ιωαννίνων,ΝΕΑ ΔΟΜΗ,0,0
Ιωαννίνων,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Ιωαννίνων,SOCIAL,0,0
Ιωαννίνων,Ανεξάρτητοι,0,0
Ιωαννίνων,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,171384,-
Ιωαννίνων,ΑΚΥΡΑ,1794,-
Ιωαννίνων,ΛΕΥΚΑ,588,-
Ιωαννίνων,ΕΓΚΥΡΑ,98958,-
Ιωαννίνων,ΣΥΜΜΕΤΟΧΗ,101339,-
Άρτας,ΝΔ,17325,18953
Άρτας,ΣΥΡΙΖΑ-ΠΣ,15013,19411
Άρτας,ΠΑΣΟΚ-Κίνημα Αλλαγής,5184,4103
Άρτας,ΚΚΕ,3546,2350
Άρτας,ΜέΡΑ25,1146,963
Άρτας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,1141,694
Άρτας,ΝΙΚΗ,905,0
Άρτας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,709,320
Άρτας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,384,0
Άρτας,Κίνημα 21,246,0
Άρτας,ΑΝΤ.ΑΡ.ΣΥ.Α.,242,161
Άρτας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,216,0
Άρτας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,212,139
Άρτας,ΚΚΕ (μ-λ),138,115
Άρτας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,139,0
Άρτας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,132,0
Άρτας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,124,274
Άρτας,ΕΑΝ...,116,0
Άρτας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,95,0
Άρτας,Τ.ΟΛ.ΜΑ,73,0
Άρτας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,66,78
Άρτας,Μ-Λ ΚΚΕ,52,37
Άρτας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,30,0
Άρτας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,27,0
Άρτας,Ο.Κ.Δ.Ε.,19,13
Άρτας,ΟΑΚΚΕ,4,0
Άρτας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Άρτας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Άρτας,ΝΕΑ ΔΟΜΗ,0,0
Άρτας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,0,0
Άρτας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,0,0
Άρτας,Κ.Ο.Τ.Ε.Σ.,0,0
Άρτας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Άρτας,SOCIAL,0,0
Άρτας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,0,0
Άρτας,Ανεξάρτητοι,0,0
Άρτας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,78047,-
Άρτας,ΑΚΥΡΑ,788,-
Άρτας,ΛΕΥΚΑ,242,-
Άρτας,ΕΓΚΥΡΑ,47285,-
Άρτας,ΣΥΜΜΕΤΟΧΗ,48319,-
Θεσπρωτίας,ΝΔ,12803,12579
Θεσπρωτίας,ΣΥΡΙΖΑ-ΠΣ,6804,9643
Θεσπρωτίας,ΠΑΣΟΚ-Κίνημα Αλλαγής,4433,4061
Θεσπρωτίας,ΚΚΕ,1649,1139
Θεσπρωτίας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,774,552
Θεσπρωτίας,ΜέΡΑ25,542,764
Θεσπρωτίας,ΝΙΚΗ,527,0
Θεσπρωτίας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,519,243
Θεσπρωτίας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,286,0
Θεσπρωτίας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,232,227
Θεσπρωτίας,ΑΝΤ.ΑΡ.ΣΥ.Α.,226,138
Θεσπρωτίας,ΚΚΕ (μ-λ),215,131
Θεσπρωτίας,Κίνημα 21,215,0
Θεσπρωτίας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,162,0
Θεσπρωτίας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,118,104
Θεσπρωτίας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,100,0
Θεσπρωτίας,Μ-Λ ΚΚΕ,95,84
Θεσπρωτίας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,78,0
Θεσπρωτίας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,70,162
Θεσπρωτίας,Τ.ΟΛ.ΜΑ,48,0
Θεσπρωτίας,ΟΑΚΚΕ,32,0
Θεσπρωτίας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,30,0
Θεσπρωτίας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,23,0
Θεσπρωτίας,Ο.Κ.Δ.Ε.,22,18
Θεσπρωτίας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,10,0
Θεσπρωτίας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Θεσπρωτίας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Θεσπρωτίας,ΝΕΑ ΔΟΜΗ,0,0
Θεσπρωτίας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,0,0
Θεσπρωτίας,Κ.Ο.Τ.Ε.Σ.,0,0
Θεσπρωτίας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Θεσπρωτίας,SOCIAL,0,0
Θεσπρωτίας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,0,0
Θεσπρωτίας,ΕΑΝ...,0,0
Θεσπρωτίας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,0,0
Θεσπρωτίας,Ανεξάρτητοι,0,0
Θεσπρωτίας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,62126,-
Θεσπρωτίας,ΑΚΥΡΑ,701,-
Θεσπρωτίας,ΛΕΥΚΑ,151,-
Θεσπρωτίας,ΕΓΚΥΡΑ,30012,-
Θεσπρωτίας,ΣΥΜΜΕΤΟΧΗ,30864,-
Πρέβεζας,ΝΔ,16016,16864
Πρέβεζας,ΣΥΡΙΖΑ-ΠΣ,8898,13337
Πρέβεζας,ΠΑΣΟΚ-Κίνημα Αλλαγής,5274,3199
Πρέβεζας,ΚΚΕ,2807,2130
Πρέβεζας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,890,538
Πρέβεζας,ΜέΡΑ25,686,803
Πρέβεζας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,583,303
Πρέβεζας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,526,0
Πρέβεζας,ΝΙΚΗ,474,0
Πρέβεζας,ΑΝΤ.ΑΡ.ΣΥ.Α.,262,161
Πρέβεζας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,257,174
Πρέβεζας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,250,0
Πρέβεζας,Κίνημα 21,182,0
Πρέβεζας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,147,0
Πρέβεζας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,131,0
Πρέβεζας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,113,0
Πρέβεζας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,106,0
Πρέβεζας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,87,243
Πρέβεζας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,85,117
Πρέβεζας,ΚΚΕ (μ-λ),45,30
Πρέβεζας,Τ.ΟΛ.ΜΑ,39,0
Πρέβεζας,Ο.Κ.Δ.Ε.,25,20
Πρέβεζας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,25,0
Πρέβεζας,Μ-Λ ΚΚΕ,26,46
Πρέβεζας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,21,0
Πρέβεζας,ΟΑΚΚΕ,8,0
Πρέβεζας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Πρέβεζας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Πρέβεζας,ΝΕΑ ΔΟΜΗ,0,0
Πρέβεζας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,0,0
Πρέβεζας,Κ.Ο.Τ.Ε.Σ.,0,0
Πρέβεζας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Πρέβεζας,SOCIAL,0,0
Πρέβεζας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,0,0
Πρέβεζας,ΕΑΝ...,0,0
Πρέβεζας,Ανεξάρτητοι,0,0
Πρέβεζας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,66050,-
Πρέβεζας,ΑΚΥΡΑ,649,-
Πρέβεζας,ΛΕΥΚΑ,233,-
Πρέβεζας,ΕΓΚΥΡΑ,37962,-
Πρέβεζας,ΣΥΜΜΕΤΟΧΗ,38844,-
Λάρισας,ΝΔ,66059,61468
Λάρισας,ΣΥΡΙΖΑ-ΠΣ,32563,48884
Λάρισας,ΠΑΣΟΚ-Κίνημα Αλλαγής,19560,13742
Λάρισας,ΚΚΕ,14122,9772
Λάρισας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,6608,6794
Λάρισας,ΝΙΚΗ,5430,0
Λάρισας,ΜέΡΑ25,4100,4398
Λάρισας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,3495,1860
Λάρισας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,1578,897
Λάρισας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,1247,0
Λάρισας,Κίνημα 21,1069,0
Λάρισας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,981,0
Λάρισας,ΕΑΝ...,771,0
Λάρισας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,721,0
Λάρισας,ΑΝΤ.ΑΡ.ΣΥ.Α.,720,517
Λάρισας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,645,0
Λάρισας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,585,0
Λάρισας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,561,0
Λάρισας,Κ.Ο.Τ.Ε.Σ.,556,0
Λάρισας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,503,1801
Λάρισας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,487,504
Λάρισας,ΚΚΕ (μ-λ),436,196
Λάρισας,Τ.ΟΛ.ΜΑ,425,0
Λάρισας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,359,0
Λάρισας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,176,0
Λάρισας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,157,0
Λάρισας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,109,0
Λάρισας,Μ-Λ ΚΚΕ,66,64
Λάρισας,ΝΕΑ ΔΟΜΗ,41,0
Λάρισας,ΟΑΚΚΕ,33,0
Λάρισας,Ο.Κ.Δ.Ε.,26,18
Λάρισας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Λάρισας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Λάρισας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Λάρισας,SOCIAL,0,0
Λάρισας,Ανεξάρτητοι,0,209
Λάρισας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,251737,-
Λάρισας,ΑΚΥΡΑ,3487,-
Λάρισας,ΛΕΥΚΑ,758,-
Λάρισας,ΕΓΚΥΡΑ,164193,-
Λάρισας,ΣΥΜΜΕΤΟΧΗ,168437,-
Μαγνησίας,ΝΔ,47239,41334
Μαγνησίας,ΣΥΡΙΖΑ-ΠΣ,20847,34298
Μαγνησίας,ΠΑΣΟΚ-Κίνημα Αλλαγής,8779,7020
Μαγνησίας,ΚΚΕ,7820,5680
Μαγνησίας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,4477,4623
Μαγνησίας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,3841,1592
Μαγνησίας,ΝΙΚΗ,3392,0
Μαγνησίας,ΜέΡΑ25,3048,4033
Μαγνησίας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,1399,0
Μαγνησίας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,891,0
Μαγνησίας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,779,733
Μαγνησίας,Κίνημα 21,693,0
Μαγνησίας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,648,0
Μαγνησίας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,576,0
Μαγνησίας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,571,0
Μαγνησίας,ΑΝΤ.ΑΡ.ΣΥ.Α.,545,446
Μαγνησίας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,431,0
Μαγνησίας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,380,0
Μαγνησίας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,365,1033
Μαγνησίας,ΕΑΝ...,345,0
Μαγνησίας,ΚΚΕ (μ-λ),288,166
Μαγνησίας,Τ.ΟΛ.ΜΑ,211,0
Μαγνησίας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,199,0
Μαγνησίας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,147,306
Μαγνησίας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,137,0
Μαγνησίας,Μ-Λ ΚΚΕ,108,59
Μαγνησίας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,90,0
Μαγνησίας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,81,0
Μαγνησίας,Ο.Κ.Δ.Ε.,21,21
Μαγνησίας,ΟΑΚΚΕ,16,0
Μαγνησίας,ΝΕΑ ΔΟΜΗ,4,0
Μαγνησίας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Μαγνησίας,Κ.Ο.Τ.Ε.Σ.,0,0
Μαγνησίας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Μαγνησίας,SOCIAL,0,0
Μαγνησίας,Ανεξάρτητοι,0,0
Μαγνησίας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,174452,-
Μαγνησίας,ΑΚΥΡΑ,2338,-
Μαγνησίας,ΛΕΥΚΑ,646,-
Μαγνησίας,ΕΓΚΥΡΑ,108357,-
Μαγνησίας,ΣΥΜΜΕΤΟΧΗ,111353,-
Τρικάλων,ΝΔ,38475,37638
Τρικάλων,ΣΥΡΙΖΑ-ΠΣ,17176,25042
Τρικάλων,ΠΑΣΟΚ-Κίνημα Αλλαγής,10414,8232
Τρικάλων,ΚΚΕ,6495,5144
Τρικάλων,ΝΙΚΗ,2861,0
Τρικάλων,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,2269,2417
Τρικάλων,ΜέΡΑ25,1571,1740
Τρικάλων,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,1237,709
Τρικάλων,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,540,602
Τρικάλων,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,526,0
Τρικάλων,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,462,0
Τρικάλων,ΑΝΤ.ΑΡ.ΣΥ.Α.,452,360
Τρικάλων,Κίνημα 21,365,0
Τρικάλων,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,333,0
Τρικάλων,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,309,0
Τρικάλων,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,302,0
Τρικάλων,ΚΚΕ (μ-λ),245,204
Τρικάλων,Κ.Ο.Τ.Ε.Σ.,251,0
Τρικάλων,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,248,0
Τρικάλων,ΕΑΝ...,209,0
Τρικάλων,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,184,664
Τρικάλων,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,177,0
Τρικάλων,Τ.ΟΛ.ΜΑ,127,0
Τρικάλων,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,90,64
Τρικάλων,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,54,0
Τρικάλων,Μ-Λ ΚΚΕ,35,26
Τρικάλων,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,31,0
Τρικάλων,ΟΑΚΚΕ,27,0
Τρικάλων,Ο.Κ.Δ.Ε.,23,24
Τρικάλων,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Τρικάλων,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Τρικάλων,ΝΕΑ ΔΟΜΗ,0,0
Τρικάλων,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,0,0
Τρικάλων,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Τρικάλων,SOCIAL,0,0
Τρικάλων,Ανεξάρτητοι,0,0
Τρικάλων,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,144313,-
Τρικάλων,ΑΚΥΡΑ,1530,-
Τρικάλων,ΛΕΥΚΑ,385,-
Τρικάλων,ΕΓΚΥΡΑ,85496,-
Τρικάλων,ΣΥΜΜΕΤΟΧΗ,87410,-
Καρδίτσας,ΝΔ,35375,34668
Καρδίτσας,ΣΥΡΙΖΑ-ΠΣ,15106,23502
Καρδίτσας,ΠΑΣΟΚ-Κίνημα Αλλαγής,10450,7270
Καρδίτσας,ΚΚΕ,5544,4322
Καρδίτσας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,2069,1924
Καρδίτσας,ΝΙΚΗ,1436,0
Καρδίτσας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,1168,579
Καρδίτσας,ΜέΡΑ25,1145,1445
Καρδίτσας,Κίνημα 21,385,0
Καρδίτσας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,379,295
Καρδίτσας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,372,0
Καρδίτσας,ΑΝΤ.ΑΡ.ΣΥ.Α.,359,307
Καρδίτσας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,352,0
Καρδίτσας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,329,0
Καρδίτσας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,301,0
Καρδίτσας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,290,0
Καρδίτσας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,239,0
Καρδίτσας,ΚΚΕ (μ-λ),229,178
Καρδίτσας,Τ.ΟΛ.ΜΑ,196,0
Καρδίτσας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,140,456
Καρδίτσας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,107,75
Καρδίτσας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,74,0
Καρδίτσας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,70,0
Καρδίτσας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,52,0
Καρδίτσας,Μ-Λ ΚΚΕ,46,41
Καρδίτσας,ΝΕΑ ΔΟΜΗ,25,0
Καρδίτσας,Ο.Κ.Δ.Ε.,23,19
Καρδίτσας,ΟΑΚΚΕ,6,0
Καρδίτσας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Καρδίτσας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Καρδίτσας,Κ.Ο.Τ.Ε.Σ.,0,0
Καρδίτσας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Καρδίτσας,SOCIAL,0,0
Καρδίτσας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,0,0
Καρδίτσας,ΕΑΝ...,0,0
Καρδίτσας,Ανεξάρτητοι,0,0
Καρδίτσας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,125814,-
Καρδίτσας,ΑΚΥΡΑ,1364,-
Καρδίτσας,ΛΕΥΚΑ,335,-
Καρδίτσας,ΕΓΚΥΡΑ,76267,-
Καρδίτσας,ΣΥΜΜΕΤΟΧΗ,77967,-
Κέρκυρας,ΝΔ,21454,19525
Κέρκυρας,ΣΥΡΙΖΑ-ΠΣ,11569,19119
Κέρκυρας,ΠΑΣΟΚ-Κίνημα Αλλαγής,7128,4166
Κέρκυρας,ΚΚΕ,5010,3883
Κέρκυρας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,2944,1184
Κέρκυρας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,1949,1336
Κέρκυρας,ΜέΡΑ25,1821,2689
Κέρκυρας,ΝΙΚΗ,1019,0
Κέρκυρας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,913,0
Κέρκυρας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,584,0
Κέρκυρας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,431,315
Κέρκυρας,Κίνημα 21,328,0
Κέρκυρας,Κ.Ο.Τ.Ε.Σ.,306,0
Κέρκυρας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,294,0
Κέρκυρας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,287,0
Κέρκυρας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,274,224
Κέρκυρας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,239,0
Κέρκυρας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,231,0
Κέρκυρας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,208,538
Κέρκυρας,ΑΝΤ.ΑΡ.ΣΥ.Α.,205,197
Κέρκυρας,ΕΑΝ...,164,0
Κέρκυρας,Τ.ΟΛ.ΜΑ,150,0
Κέρκυρας,Μ-Λ ΚΚΕ,77,45
Κέρκυρας,ΚΚΕ (μ-λ),71,69
Κέρκυρας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,72,0
Κέρκυρας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,58,0
Κέρκυρας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,37,0
Κέρκυρας,Ο.Κ.Δ.Ε.,26,8
Κέρκυρας,ΟΑΚΚΕ,17,0
Κέρκυρας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Κέρκυρας,ΝΕΑ ΔΟΜΗ,0,0
Κέρκυρας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,0,0
