PERIF,KOMMA,PSIFOI2023,PSIFOI2019
Σάμου,ΑΝΤ.ΑΡ.ΣΥ.Α.,144,96
Σάμου,Κίνημα 21,128,0
Σάμου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,128,0
Σάμου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,107,0
Σάμου,ΕΑΝ...,88,0
Σάμου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,86,0
Σάμου,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,68,136
Σάμου,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,65,216
Σάμου,Μ-Λ ΚΚΕ,53,39
Σάμου,Τ.ΟΛ.ΜΑ,42,0
Σάμου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,32,0
Σάμου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,32,0
Σάμου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,26,0
Σάμου,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,21,0
Σάμου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,14,0
Σάμου,Ο.Κ.Δ.Ε.,5,10
Σάμου,ΟΑΚΚΕ,10,0
Σάμου,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Σάμου,ΝΕΑ ΔΟΜΗ,0,0
Σάμου,Κ.Ο.Τ.Ε.Σ.,0,0
Σάμου,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Σάμου,SOCIAL,0,0
Σάμου,Ανεξάρτητοι,0,0
Σάμου,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,51081,-
Σάμου,ΑΚΥΡΑ,590,-
Σάμου,ΛΕΥΚΑ,198,-
Σάμου,ΕΓΚΥΡΑ,24217,-
Σάμου,ΣΥΜΜΕΤΟΧΗ,25004,-
Κυκλάδων,ΝΔ,35093,31370
Κυκλάδων,ΣΥΡΙΖΑ-ΠΣ,11772,20403
Κυκλάδων,ΠΑΣΟΚ-Κίνημα Αλλαγής,8324,6138
Κυκλάδων,ΚΚΕ,4155,3027
Κυκλάδων,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,2684,2078
Κυκλάδων,ΜέΡΑ25,2126,2953
Κυκλάδων,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,2121,1335
Κυκλάδων,ΝΙΚΗ,1652,0
Κυκλάδων,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,965,0
Κυκλάδων,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,734,0
Κυκλάδων,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,674,0
Κυκλάδων,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,483,485
Κυκλάδων,Κίνημα 21,401,0
Κυκλάδων,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,382,0
Κυκλάδων,ΑΝΤ.ΑΡ.ΣΥ.Α.,341,300
Κυκλάδων,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,318,995
Κυκλάδων,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,254,0
Κυκλάδων,ΕΑΝ...,239,0
Κυκλάδων,Τ.ΟΛ.ΜΑ,234,0
Κυκλάδων,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,204,0
Κυκλάδων,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,146,0
Κυκλάδων,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,117,167
Κυκλάδων,ΚΚΕ (μ-λ),93,85
Κυκλάδων,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,76,0
Κυκλάδων,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,70,0
Κυκλάδων,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,61,0
Κυκλάδων,Μ-Λ ΚΚΕ,52,37
Κυκλάδων,ΟΑΚΚΕ,22,0
Κυκλάδων,Ο.Κ.Δ.Ε.,13,33
Κυκλάδων,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Κυκλάδων,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Κυκλάδων,ΝΕΑ ΔΟΜΗ,0,0
Κυκλάδων,Κ.Ο.Τ.Ε.Σ.,0,0
Κυκλάδων,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Κυκλάδων,SOCIAL,0,0
Κυκλάδων,Ανεξάρτητοι,0,0
Κυκλάδων,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,128071,-
Κυκλάδων,ΑΚΥΡΑ,1657,-
Κυκλάδων,ΛΕΥΚΑ,540,-
Κυκλάδων,ΕΓΚΥΡΑ,73806,-
Κυκλάδων,ΣΥΜΜΕΤΟΧΗ,76010,-
Δωδεκανήσου,ΝΔ,52241,40034
Δωδεκανήσου,ΣΥΡΙΖΑ-ΠΣ,15583,28826
Δωδεκανήσου,ΠΑΣΟΚ-Κίνημα Αλλαγής,14041,10059
Δωδεκανήσου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,4832,3754
Δωδεκανήσου,ΚΚΕ,4182,3099
Δωδεκανήσου,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,2925,1647
Δωδεκανήσου,ΝΙΚΗ,2320,0
Δωδεκανήσου,ΜέΡΑ25,1912,2917
Δωδεκανήσου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,790,0
Δωδεκανήσου,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,742,0
Δωδεκανήσου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,650,672
Δωδεκανήσου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,589,0
Δωδεκανήσου,Κίνημα 21,567,0
Δωδεκανήσου,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,463,392
Δωδεκανήσου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,459,0
Δωδεκανήσου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,435,0
Δωδεκανήσου,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,315,995
Δωδεκανήσου,Τ.ΟΛ.ΜΑ,275,0
Δωδεκανήσου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,267,0
Δωδεκανήσου,ΑΝΤ.ΑΡ.ΣΥ.Α.,220,186
Δωδεκανήσου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,193,0
Δωδεκανήσου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,174,0
Δωδεκανήσου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,137,0
Δωδεκανήσου,ΚΚΕ (μ-λ),106,77
Δωδεκανήσου,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,88,0
Δωδεκανήσου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,58,0
Δωδεκανήσου,Μ-Λ ΚΚΕ,38,32
Δωδεκανήσου,Ο.Κ.Δ.Ε.,20,15
Δωδεκανήσου,ΟΑΚΚΕ,12,0
Δωδεκανήσου,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Δωδεκανήσου,ΝΕΑ ΔΟΜΗ,0,0
Δωδεκανήσου,Κ.Ο.Τ.Ε.Σ.,0,0
Δωδεκανήσου,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Δωδεκανήσου,SOCIAL,0,0
Δωδεκανήσου,ΕΑΝ...,0,0
Δωδεκανήσου,Ανεξάρτητοι,0,0
Δωδεκανήσου,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,198908,-
Δωδεκανήσου,ΑΚΥΡΑ,2811,-
Δωδεκανήσου,ΛΕΥΚΑ,670,-
Δωδεκανήσου,ΕΓΚΥΡΑ,104645,-
Δωδεκανήσου,ΣΥΜΜΕΤΟΧΗ,108126,-
Χανίων,ΝΔ,36761,28842
Χανίων,ΣΥΡΙΖΑ-ΠΣ,18438,31644
Χανίων,ΠΑΣΟΚ-Κίνημα Αλλαγής,9751,5543
Χανίων,ΚΚΕ,6421,4251
Χανίων,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,3097,2655
Χανίων,ΜέΡΑ25,2927,4110
Χανίων,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,2680,2048
Χανίων,ΝΙΚΗ,1732,0
Χανίων,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,1071,0
Χανίων,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,701,0
Χανίων,ΑΝΤ.ΑΡ.ΣΥ.Α.,618,438
Χανίων,Κίνημα 21,600,0
Χανίων,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,589,583
Χανίων,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,582,0
Χανίων,Κ.Ο.Τ.Ε.Σ.,457,0
Χανίων,ΚΚΕ (μ-λ),448,381
Χανίων,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,422,0
Χανίων,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,334,0
Χανίων,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,330,367
Χανίων,Τ.ΟΛ.ΜΑ,308,0
Χανίων,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,302,932
Χανίων,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,187,0
Χανίων,ΕΑΝ...,176,0
Χανίων,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,121,0
Χανίων,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,89,0
Χανίων,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,74,0
Χανίων,Μ-Λ ΚΚΕ,42,32
Χανίων,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,29,0
Χανίων,Ο.Κ.Δ.Ε.,26,23
Χανίων,ΟΑΚΚΕ,11,0
Χανίων,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Χανίων,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Χανίων,ΝΕΑ ΔΟΜΗ,0,0
Χανίων,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Χανίων,SOCIAL,0,0
Χανίων,Ανεξάρτητοι,0,0
Χανίων,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,151702,-
Χανίων,ΑΚΥΡΑ,1946,-
Χανίων,ΛΕΥΚΑ,523,-
Χανίων,ΕΓΚΥΡΑ,89326,-
Χανίων,ΣΥΜΜΕΤΟΧΗ,91795,-
Ρεθύμνης,ΝΔ,18092,17018
Ρεθύμνης,ΠΑΣΟΚ-Κίνημα Αλλαγής,10471,4571
Ρεθύμνης,ΣΥΡΙΖΑ-ΠΣ,10255,17223
Ρεθύμνης,ΚΚΕ,2163,1552
Ρεθύμνης,ΝΙΚΗ,1201,0
Ρεθύμνης,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,1176,1049
Ρεθύμνης,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,1025,1072
Ρεθύμνης,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,1001,0
Ρεθύμνης,ΜέΡΑ25,985,1605
Ρεθύμνης,Κίνημα 21,442,0
Ρεθύμνης,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,312,0
Ρεθύμνης,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,223,336
Ρεθύμνης,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,150,0
Ρεθύμνης,Τ.ΟΛ.ΜΑ,139,0
Ρεθύμνης,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,141,0
Ρεθύμνης,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,138,380
Ρεθύμνης,ΑΝΤ.ΑΡ.ΣΥ.Α.,136,106
Ρεθύμνης,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,136,0
Ρεθύμνης,ΕΑΝ...,109,0
Ρεθύμνης,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,98,180
Ρεθύμνης,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,93,0
Ρεθύμνης,ΚΚΕ (μ-λ),77,46
Ρεθύμνης,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,75,0
Ρεθύμνης,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,45,0
Ρεθύμνης,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,43,0
Ρεθύμνης,Μ-Λ ΚΚΕ,33,28
Ρεθύμνης,Ο.Κ.Δ.Ε.,9,9
Ρεθύμνης,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Ρεθύμνης,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Ρεθύμνης,ΟΑΚΚΕ,0,0
Ρεθύμνης,ΝΕΑ ΔΟΜΗ,0,0
Ρεθύμνης,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,0,0
Ρεθύμνης,Κ.Ο.Τ.Ε.Σ.,0,0
Ρεθύμνης,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Ρεθύμνης,SOCIAL,0,0
Ρεθύμνης,Ανεξάρτητοι,0,219
Ρεθύμνης,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,73489,-
Ρεθύμνης,ΑΚΥΡΑ,787,-
Ρεθύμνης,ΛΕΥΚΑ,269,-
Ρεθύμνης,ΕΓΚΥΡΑ,48769,-
Ρεθύμνης,ΣΥΜΜΕΤΟΧΗ,49826,-
Ηρακλείου,ΝΔ,63308,51579
Ηρακλείου,ΣΥΡΙΖΑ-ΠΣ,40938,73940
Ηρακλείου,ΠΑΣΟΚ-Κίνημα Αλλαγής,38925,19471
Ηρακλείου,ΚΚΕ,9132,6109
Ηρακλείου,ΜέΡΑ25,5171,6902
Ηρακλείου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,4009,3732
Ηρακλείου,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,3137,1703
Ηρακλείου,ΝΙΚΗ,2399,0
Ηρακλείου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,2120,0
Ηρακλείου,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,1160,0
Ηρακλείου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,1032,996
Ηρακλείου,Κίνημα 21,937,0
Ηρακλείου,Τ.ΟΛ.ΜΑ,819,0
Ηρακλείου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,642,0
Ηρακλείου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,612,0
Ηρακλείου,ΑΝΤ.ΑΡ.ΣΥ.Α.,587,484
Ηρακλείου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,538,0
Ηρακλείου,Κ.Ο.Τ.Ε.Σ.,457,0
Ηρακλείου,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,423,1384
Ηρακλείου,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,415,463
Ηρακλείου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,301,0
Ηρακλείου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,291,0
Ηρακλείου,ΚΚΕ (μ-λ),288,179
Ηρακλείου,ΕΑΝ...,258,0
Ηρακλείου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,189,0
Ηρακλείου,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,147,0
Ηρακλείου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,105,0
Ηρακλείου,Μ-Λ ΚΚΕ,63,45
Ηρακλείου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,56,0
Ηρακλείου,ΟΑΚΚΕ,23,0
Ηρακλείου,Ο.Κ.Δ.Ε.,20,18
Ηρακλείου,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Ηρακλείου,ΝΕΑ ΔΟΜΗ,0,0
Ηρακλείου,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Ηρακλείου,SOCIAL,0,0
Ηρακλείου,Ανεξάρτητοι,0,0
Ηρακλείου,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,259430,-
Ηρακλείου,ΑΚΥΡΑ,3661,-
Ηρακλείου,ΛΕΥΚΑ,879,-
Ηρακλείου,ΕΓΚΥΡΑ,178514,-
Ηρακλείου,ΣΥΜΜΕΤΟΧΗ,183054,-
Λασιθίου,ΝΔ,17197,14276
Λασιθίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,9239,6407
Λασιθίου,ΣΥΡΙΖΑ-ΠΣ,7637,14379
Λασιθίου,ΚΚΕ,2014,1217
Λασιθίου,ΜέΡΑ25,1163,1283
Λασιθίου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,1013,1098
Λασιθίου,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,961,550
Λασιθίου,ΝΙΚΗ,692,0
Λασιθίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,571,0
Λασιθίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,406,0
Λασιθίου,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,358,0
Λασιθίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,326,241
Λασιθίου,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,250,315
Λασιθίου,Κίνημα 21,211,0
Λασιθίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,164,0
Λασιθίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,132,101
Λασιθίου,Τ.ΟΛ.ΜΑ,120,0
Λασιθίου,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,113,392
Λασιθίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,85,0
Λασιθίου,ΕΑΝ...,77,0
Λασιθίου,ΚΚΕ (μ-λ),76,63
Λασιθίου,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,74,0
Λασιθίου,Ο.Κ.Δ.Ε.,52,28
Λασιθίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,40,0
Λασιθίου,Μ-Λ ΚΚΕ,28,26
Λασιθίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,14,0
Λασιθίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Λασιθίου,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Λασιθίου,ΟΑΚΚΕ,0,0
Λασιθίου,ΝΕΑ ΔΟΜΗ,0,0
Λασιθίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,0,0
Λασιθίου,Κ.Ο.Τ.Ε.Σ.,0,0
Λασιθίου,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Λασιθίου,SOCIAL,0,0
Λασιθίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,0,0
Λασιθίου,Ανεξάρτητοι,0,0
Λασιθίου,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,69256,-
Λασιθίου,ΑΚΥΡΑ,1055,-
Λασιθίου,ΛΕΥΚΑ,270,-
Λασιθίου,ΕΓΚΥΡΑ,43016,-
Λασιθίου,ΣΥΜΜΕΤΟΧΗ,44338,-
Εξωτερικού,ΝΔ,7686,0
Εξωτερικού,ΣΥΡΙΖΑ-ΠΣ,3434,0
Εξωτερικού,ΜέΡΑ25,1996,0
Εξωτερικού,ΚΚΕ,1935,0
Εξωτερικού,ΠΑΣΟΚ-Κίνημα Αλλαγής,1212,0
Εξωτερικού,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,500,0
Εξωτερικού,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,426,0
Εξωτερικού,ΝΙΚΗ,273,0
Εξωτερικού,ΑΝΤ.ΑΡ.ΣΥ.Α.,214,0
Εξωτερικού,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,156,0
Εξωτερικού,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,150,0
Εξωτερικού,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,50,0
Εξωτερικού,ΚΚΕ (μ-λ),0,0
Εξωτερικού,Ο.Κ.Δ.Ε.,0,0
Εξωτερικού,Κίνημα 21,0,0
Εξωτερικού,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Εξωτερικού,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Εξωτερικού,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,0,0
Εξωτερικού,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,0,0
Εξωτερικού,ΟΑΚΚΕ,0,0
Εξωτερικού,Μ-Λ ΚΚΕ,0,0
Εξωτερικού,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,0,0
Εξωτερικού,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,0,0
Εξωτερικού,Τ.ΟΛ.ΜΑ,0,0
Εξωτερικού,ΝΕΑ ΔΟΜΗ,0,0
Εξωτερικού,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,0,0
Εξωτερικού,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,0,0
Εξωτερικού,Κ.Ο.Τ.Ε.Σ.,0,0
Εξωτερικού,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Εξωτερικού,SOCIAL,0,0
Εξωτερικού,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,0,0
Εξωτερικού,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,0,0
Εξωτερικού,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,0,0
Εξωτερικού,ΕΑΝ...,0,0
Εξωτερικού,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,0,0
Εξωτερικού,Ανεξάρτητοι,0,0
Εξωτερικού,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,22858,-
Εξωτερικού,ΑΚΥΡΑ,53,-
Εξωτερικού,ΛΕΥΚΑ,118,-
Εξωτερικού,ΕΓΚΥΡΑ,18033,-
Εξωτερικού,ΣΥΜΜΕΤΟΧΗ,18204,-
Β3' Νότιου Τομέα Αθηνών,ΝΔ,165098,144645
Β3' Νότιου Τομέα Αθηνών,ΣΥΡΙΖΑ-ΠΣ,81598,117296
Β3' Νότιου Τομέα Αθηνών,ΚΚΕ,38470,26132
Β3' Νότιου Τομέα Αθηνών,ΠΑΣΟΚ-Κίνημα Αλλαγής,29962,20958
Β3' Νότιου Τομέα Αθηνών,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,13671,5513
Β3' Νότιου Τομέα Αθηνών,ΜέΡΑ25,13536,16252
Β3' Νότιου Τομέα Αθηνών,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,13349,10965
Β3' Νότιου Τομέα Αθηνών,ΝΙΚΗ,8191,0
Β3' Νότιου Τομέα Αθηνών,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,4153,0
Β3' Νότιου Τομέα Αθηνών,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,3655,0
Β3' Νότιου Τομέα Αθηνών,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,3452,3140
Β3' Νότιου Τομέα Αθηνών,ΑΝΤ.ΑΡ.ΣΥ.Α.,3105,2252
Β3' Νότιου Τομέα Αθηνών,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,2768,0
Β3' Νότιου Τομέα Αθηνών,Κίνημα 21,2284,0
Β3' Νότιου Τομέα Αθηνών,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,1992,0
Β3' Νότιου Τομέα Αθηνών,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,1958,5375
Β3' Νότιου Τομέα Αθηνών,Κ.Ο.Τ.Ε.Σ.,1343,0
Β3' Νότιου Τομέα Αθηνών,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,1214,0
